id	c_order	connections	languages	e_name	e_degree	e_major	e_period	e_grade	e_detail	e_activity
303173	1	"78"	""	"Knox College"	"BA"	"English-Writing"	"1987-1991"	""	" a full-length feature shot on video that I wrote directed and edited."	")"
303180	1	"329"	""	"UNOPAR"	"TECNOLOGO"	"RECURSOS HUMANOS"	"2007-2009"	""	""	""
303205	1	"177"	""	"University of Leeds"	"PhD"	"Communications & Signal Processing Electronic & Electrical Engineering"	"2003-2007"	""	""	""
303205	2	"177"	""	"Imperial College London"	"MSc"	"Communications & Signal Processing Electrical & Electronic Engineering"	"2002-2003"	""	""	""
303205	3	"177"	""	"East China Normal University"	"BSc"	"Electronics & Information Systems"	"1998-2002"	""	""	""
303228	1	"154"	""	"Northern Kentucky University"	""	"Marketing Business Administration"	""	""	""	""
303231	1	"119"	""	"University of Colorado Boulder"	"Business"	"Accounting & Finance"	"1995-1999"	""	""	""
303231	2	"119"	""	"University of Colorado Boulder - Leeds School of Business"	"BS"	"Accounting Finance"	"1995-1999"	""	""	""
303272	1	"114"	""	"Louisiana State University"	"Bachelor of Science (B.S.)"	"Computer Science"	"1996-2000"	""	""	""
303294	1	"7"	""	"University Of Roorkee/IIT Roorkee"	"Bachelor of Engineering (BE)"	"Electrical and Electronics Engineering"	"1985-1989"	"62.4"	""	""
303352	1	"48"	""	"Bancrofts"	"Bsc Hons"	"Sports Psychology"	"2003-2006"	""	""	""
303367	1	"202"	""	"Bluegrass Community and Technical College"	"Associate of Arts and Sciences (A.A.S.)"	"Computer Systems Networking and Telecommunications"	"2002-2005"	""	""	""
303367	2	"202"	""	"University of Louisville"	"Bachelor of Business Administration (B.B.A.)"	"Business Administration and Management General"	"1997-2000"	""	""	""
303370	1	"90"	""	"Universidad de Mendoza"	"Ingeniero Electrico y Electronico"	""	"1994-2000"	""	""	""
303385	1	"182"	"Ingles"	"Universidade Federal de Sao Joao del Rei"	"Bacharel"	"Administracao"	"2008-2011"	""	""	""
303385	2	"182"	"Ingles"	"Faculdade de Ciencias Sociais Aplicadas do Sul de Minas"	"Master of Business Administration (MBA)"	"Administracao Estrategica"	""	""	""	""
303417	1	"172"	""	"Bryn Mawr College"	"Masters"	"Anthropology/Archalogy"	"1973-1976"	""	""	""
303429	1	"155"	""	"Stoke on Trent College"	"Advanced Diploma"	"Construction & Built Environment"	"2009-2011"	""	""	""
303429	2	"155"	""	"Stalham High School"	""	""	"2005-2009"	""	""	""
303497	1	"202"	""	"Uniwersytet Zielonogorski"	""	""	"1991-1996"	""	""	""
303528	1	"108"	""	"University of Phoenix"	"Bachelor of Science (BS)"	"Business Management Marketing and Related Support Services"	"2010-2014"	""	""	""
303528	2	"108"	""	"Unversity of Phoenix"	"Associate of Arts (AA)"	"Associate of Arts in Communications."	"2008-2010"	""	""	""
303602	1	"128"	""	"Miami University"	"Bachelor of Science (BS)"	"Marketing"	""	""	""	""
303602	2	"128"	""	"Oakwood High School"	""	""	""	""	""	""
303641	1	"500+"	""	"Clarkson University"	"MBA"	"Human Resources"	"1991-1992"	""	""	""
303641	2	"500+"	""	"State University of New York College at Cortland"	"BS Management Science"	"Business/Managerial Economics"	"1987-1991"	""	""	""
303641	3	"500+"	""	"Polytechnic of North London England"	""	"Management Science"	"1990-1990"	""	""	""
303661	1	"500+"	""	"Brookvale Compehensive School"	""	""	"1990-1997"	""	""	""
303669	1	"500+"	""	"Cardinal Heenan High School"	""	""	"1981-1985"	""	""	""
303712	1	"180"	""	"City University of New York-Queens College"	"BA"	"Computer Scienece"	"1980-1984"	""	""	"ACM"
303716	1	"5"	""	"New York University"	"Bachelor of Science (BS)"	"Media Culture and Communication"	"2010-2014"	""	""	""
303766	1	"60"	""	"Newcastle University"	"PGCE"	"Primary School Teaching"	"1992-1993"	""	""	""
303766	2	"60"	""	"Northumbria University"	"Bsc Hons"	"Quantity Surveying"	"1987-1991"	""	""	""
303771	1	"315"	""	"The University of Texas at Austin"	"PhD"	"Biomedical Engineering"	"2002-2006"	""	""	""
303771	2	"315"	""	"The University of Texas at Austin"	"MS"	"Biomedical Engineering"	"2000-2002"	""	""	""
303771	3	"315"	""	"University of Mumbai"	"BE"	"Biomedical Engineering"	"1996-2000"	""	""	""
303791	1	"199"	""	"Universidade Federal de Itajuba"	"MBA"	""	"2001-2003"	""	""	""
303791	2	"199"	""	"Escola de Engenharia de Lorena"	"Engenharia Quimica"	""	"1993-1997"	""	""	""
303811	1	"153"	""	"Universidad de Buenos Aires"	""	"Ingenieria Quimica"	"1988-1997"	""	""	""
303811	2	"153"	""	"Escuela Agrotecnica Salesiana"	""	""	"1982-1987"	""	""	""
303831	1	"128"	"Hindi"	"San Francisco State University"	"Bachelor of Science (BS)"	"Finance General"	"2010-2012"	""	""	""
303831	2	"128"	"Hindi"	"Foothill High"	""	""	"2004-2008"	""	""	""
303831	3	"128"	"Hindi"	"San Francisco State University"	"Bachelor of Science"	"Business Administration; International Business"	""	""	""	""
303886	1	"93"	"English"	" University"	" Faculty"	"Marketing"	"2006-2010"	""	""	""
303886	2	"93"	"English"	"Antreprenor IMM Course"	""	""	"2005-2006"	""	""	""
303886	3	"93"	"English"	" University"	" Faculty"	"Electronics"	"1997-2002"	""	""	""
303898	1	"92"	""	"Fundacao Nossa Senhora de Guadalupe"	"Colegio de Itajuba"	"Tecnico em Eletrotecnica"	"2009-2011"	""	""	""
303898	2	"92"	""	"Colegio Itajuba"	""	""	""	""	""	""
303914	1	"500+"	""	"California State University-Northridge"	"Bachelor of Science"	"Business"	"1982-1986"	""	""	""
303914	2	"500+"	""	"California State University-Northridge"	"Bachelor's degree"	"Film/Cinema/Video Studies"	""	""	""	""
303919	1	"271"	""	"Cornell University"	"Online Certification"	"Revenue Management"	"2009-2009"	""	""	""
303919	2	"271"	""	"Johnson and Wales University"	"Bachelor's degree"	"Hospitality Administration/Management"	"1993-1997"	""	""	""
303963	1	"500+"	""	"University of Arizona"	"Bachelor of Arts (BA)"	"Communications"	"1984-1989"	""	""	"Alpha Kappa Lambda - Vice President/ Rush Chair"
303983	1	"272"	""	"Western Hills High School"	"High School"	""	"1976-1979"	""	""	""
303983	2	"272"	""	"University of Cincinnati"	""	"Bus and Marketing"	""	""	""	""
304026	1	"167"	""	"National University of Singapore / NUS"	"Bachelor of Engineering"	"Electrical Engineering"	"2006-2010"	""	"*	Minor Degree in Management School of Business."	""
304033	1	"86"	"Spanish...un poco"	"Massachussets Institute Of Technology"	"Certificate in Circuit Design and Theory"	"Electrical and Electronics Engineering"	"2013-2013"	""	""	""
304033	2	"86"	"Spanish...un poco"	"University of the West Indies St. Augustine Campus"	"BSc."	"Industrial Eng."	"1984-1989"	"B+, Placed 1st in Automation & Controls  in the Caribbean."	"Interested in New Media/3D."	""
304033	3	"86"	"Spanish...un poco"	"Naparima College"	"Eight U of Cambridge GCE O'levels"	"4 GCE A'levels  Mathematics Physics Chemistry"	"1977-1984"	""	"http://www.naparima.org/"	""
304046	1	"139"	""	"Flinders University"	"B Com"	"Accounting"	"1991-1994"	""	""	""
304046	2	"139"	""	"Member of the Australian Institute of Chartered Accountants"	""	""	""	""	""	""
304051	1	"132"	""	"University of South Australia"	"Bachelor of Accountancy"	"Accounting"	"1996-1998"	""	""	""
304079	1	"98"	""	"Nanyang Technological University"	"Doctor of Philosophy"	"Computer Engineering (Signal Processing)"	"2005-2008"	""	"Graduated with PhD degree in Computer Engineering April 2005 - Nov 2008"	"NTU 50 years anniversiry"
304079	2	"98"	""	"Nanyang Technological University"	"Bachelor of Engineering"	"Computer Engineering"	"2000-2004"	""	"Graduated with Bachelor degree (1st class honors) in Computer Engineering Jul 2000 - May 2004"	"Chinese Wu Shu club/ Welfare publicity/ Freshman orientation."
304114	1	"109"	""	"Saint Louis University (PH)"	"Bachelor"	"Electronics and Communications Engineering"	"1994-1999"	""	""	""
304132	1	"241"	""	"National University of Singapore"	"Ph. D."	"Computer Science"	"2004-2010"	""	"Thesis: Cooperative Internet Access using Heterogeneous Wireless Networks"	""
304132	2	"241"	""	"Peking University"	"B. Sc."	"Computer Science"	"1999-2003"	""	""	""
304154	1	"409"	""	"Northwood University"	"Bachelor of Business Administration (B.B.A.)"	"Dual studies in both Marketing and Management"	"2000-2004"	""	"On campus audio/visual specialist."	""
304185	1	"374"	"Tamil | Telugu | French"	"Ecole polytechnique federale de Lausanne"	"Doctor of Philosophy (PhD)"	"Computer Science"	"2008-2012"	""	""	""
304185	2	"374"	"Tamil | Telugu | French"	"Sri Sathya Sai Institute of Higher Learning"	"M.Tech"	"Computer Science"	"2003-2005"	""	""	""
304185	3	"374"	"Tamil | Telugu | French"	"Sri Sathya Sai Institute of Higher Learning"	"M.Sc"	"Mathematics"	"2001-2003"	""	""	""
304185	4	"374"	"Tamil | Telugu | French"	"Sri Sathya Sai Institute of Higher Learning"	"B.Sc"	"Mathematics"	"1998-2001"	""	""	""
304187	1	""	""	"O'Halloran Hill TAFE"	"Certificate IV in First Line Management"	"Managing & Developing Teams"	"1998-1998"	"Credit"	""	""
304187	2	""	""	"O'Halloran Hill TAFE"	"Certificate IV In First Line Management"	"Managing People - Training and Development"	"1998-1998"	"Distinction"	""	""
304187	3	""	""	"Norwood High School"	"Matriculation"	""	"1977-1981"	""	""	""
304198	1	"88"	"Spanish"	"University of California Santa Cruz"	"BA"	"American studies"	"2009-2011"	""	""	""
304203	1	"500+"	"English-(Native or bilingual proficiency) | Spanish-(Full professional proficiency) | Farsi-(Native or bilingual proficiency) | Turkish-(Native or bilingual proficiency) | Azerbaijani-(Native or bilingual proficiency)"	"University of California Los Angeles - School of Law"	"J.D."	""	"2002-2005"	""	""	"Moot Court Honors Program Board Member/ Journal of Law & Technology"
304203	2	"500+"	"English-(Native or bilingual proficiency) | Spanish-(Full professional proficiency) | Farsi-(Native or bilingual proficiency) | Turkish-(Native or bilingual proficiency) | Azerbaijani-(Native or bilingual proficiency)"	"University of California Berkeley"	"B.S."	"Engineering"	"1997-2002"	""	""	"President/ Bioengineering Honor Society; Study Abroad Program/ Madrid/ Spain"
304203	3	"500+"	"English-(Native or bilingual proficiency) | Spanish-(Full professional proficiency) | Farsi-(Native or bilingual proficiency) | Turkish-(Native or bilingual proficiency) | Azerbaijani-(Native or bilingual proficiency)"	"University of California Berkeley - Walter A. Haas School of Business"	""	"Business Administration"	"1997-2002"	""	""	""
304217	1	"328"	""	"Northampton Community College"	""	""	""	""	""	""
304219	1	"279"	""	"University of Adelaide"	"Masters of Business Administration"	""	"2012-2015"	""	""	""
304219	2	"279"	""	"University of Adelaide"	"Associate Diploma of Business Management"	""	"2011-2012"	""	""	""
304219	3	"279"	""	"University of Adelaide"	"Grad Cert in Business Administration"	""	"2010-2011"	""	""	""
304219	4	"279"	""	"Campbelltown High School"	""	""	"1992-1996"	""	""	""
304224	1	"115"	""	"Emory University"	""	""	"1972-1976"	""	""	""
304231	1	"88"	"Chinese | Malay | English"	"Multimedia University"	"M. Eng. Sc."	"Medical Image Processing"	"2010-2011"	""	""	""
304231	2	"88"	"Chinese | Malay | English"	"Multimedia University"	"BEng (Hons) Electronics majoring in Bio-Instrumentation"	"Electrical and Electronics Engineering"	"2006-2010"	""	""	""
304282	1	"135"	""	"Romanian Naval Academy"	"Bachelor of Science (BS)"	"Navigational Instrumentation"	"1976-1980"	""	""	""
304296	1	"214"	"Polish | English | German | Russian"	"University of Illinois at Chicago"	""	"Marketing / Network Marketing Course"	"2012-2012"	""	""	""
304296	2	"214"	"Polish | English | German | Russian"	"Uniwersytet Zielonogorski"	"Master of Science (M.Sc.)"	"Computer Science"	"2003-2008"	""	""	""
304296	3	"214"	"Polish | English | German | Russian"	"Collins Hill High School"	""	""	"2001-2002"	""	""	""
304296	4	"214"	"Polish | English | German | Russian"	"7 LO"	""	""	"1998-2001"	""	""	""
304302	1	"117"	""	"University of Washington"	"BA of Business Administration"	"Accounting"	"1992-1996"	""	""	""
304331	1	"48"	""	"PCC / PSU"	"Production and Inventory Management Supply Chain Management Logistics Organizational Leadership"	""	"1986-1988"	""	""	""
304338	1	"86"	""	"The Film and  Television Institute of"	"Diploma"	"Screen Design and  Animation"	"2003-2004"	""	""	""
304338	2	"86"	""	"Central Institute of Technology"	"Advanced Diploma"	"Graphic Design and  Multimedia"	""	""	""	""
304404	1	"42"	""	"York Technical College"	""	"Physical Therapy"	"2010-2011"	""	""	""
304404	2	"42"	""	"West Virginia University"	"Bachelors"	"Journalism with Concentration in Advertising Psychology"	"1989-1994"	""	""	""
304404	3	"42"	""	"Penn Trafford High School"	""	"academics"	"1986-1989"	""	""	""
304431	1	"110"	""	"CDU"	""	""	""	""	""	""
304431	2	"110"	""	"East Preston Technical collage"	""	""	""	""	""	""
304537	1	"100"	""	"University of Maryland Baltimore County"	"Bachelor of Science"	"Mechanical Engineering"	"2009-2013"	""	""	""
304545	1	"151"	""	"Plantijnhogeschool van de provincie Antwerpen"	"A1"	"Industrial chemistry"	"1982-1986"	""	""	""
304554	1	"82"	""	"Purdue University"	"Civil Engineer"	"Construction Structures"	"1982-1985"	""	""	"America Society of Civil Engineers"
304564	1	"162"	"English | Dutch | German | French"	"Hogeschool voor Wetenschap & Kunst"	""	""	"2007-2008"	""	""	""
304573	1	"6"	""	"Tidewater Community College"	"AS"	"Teacher Prep"	"2002-2003"	""	""	""
304585	1	"113"	""	"Penn State University"	""	""	"1996-2001"	""	""	""
304595	1	"100"	""	"Hogeschool voor Wetenschap & Kunst"	"ing Master Sc"	"Electromechanics"	"2004-2006"	""	""	""
304595	2	"100"	""	"Hogeschool voor Wetenschap & Kunst"	"professional bachelor"	"Electromechanics"	"2001-2004"	""	""	""
304598	1	"178"	""	"Youngstown State University"	"BS in BA"	"Accounting"	"1975-1977"	""	""	""
304598	2	"178"	""	"Denison University"	""	""	"1971-1973"	""	""	""
304598	3	"178"	""	"Canfield High School"	""	""	"1968-1971"	""	""	""
304600	1	"290"	""	"NORTHEASTERN UNIVERSITY"	"MBA"	"FINANCE"	"2009-2012"	"3.2/4.0"	"Graduated April 2012"	""
304600	2	"290"	""	"University of Notre Dame"	""	"Executive Cerificate in Management"	"2008-2008"	""	"Classes taken in Leadership Executive Management and Negotiation"	""
304600	3	"290"	""	"KEISER COLLEGE"	"A.A"	"Accounting"	"1994-1996"	""	""	""
304600	4	"290"	""	"Wagner College"	"BSE"	"Education"	"1985-1989"	""	""	""
304606	1	"500+"	""	"Institute of Management Technology Ghaziabad"	"Advanced PGDM"	"Marketing"	"2009-2011"	""	""	"Attained First Class Scores (66%)"
304606	2	"500+"	""	"Uttarpara Government High School"	"10+2"	"Science"	"1997-1999"	""	""	""
304606	3	"500+"	""	"Bengal Engineering and Science University Shibpur"	"BE"	"Mechanical Engineering"	""	""	""	""
304610	1	"128"	""	"University of South Australia"	"Mechanical Engineering"	""	"1982-1986"	""	""	""
304610	2	"128"	""	"Blackfriars"	""	""	"1976-1981"	""	""	""
304611	1	"70"	""	"California State University-Fresno"	"BS -  Industrial Technology"	"Automated Manufacturing"	"1992-1994"	"3.5"	""	""
304612	1	"500+"	""	"Virginia Polytechnic Institute and State University"	"B.S."	"Mechanical Engineering (major) Economics (minor)"	"1977-1980"	""	""	""
304612	2	"500+"	""	"College St. Joseph Antoura Lebanon"	"Baccalaureate"	"Mathematics and Sciences"	"1965-1975"	""	""	""
304614	1	"371"	""	"Central Washington University"	""	""	"2002-2006"	""	""	""
304623	1	"500+"	""	"Synergy Management"	"Lean Six Sigma Green Belt"	"Operations Improvement"	"2011-2011"	"Green Belt"	""	""
304623	2	"500+"	""	"Monash University"	"Master of Business Administration (MBA)"	"Operations"	"1995-1997"	""	""	""
304623	3	"500+"	""	"AusTraining NSW"	"Certificate IV in Finance & Planning"	"Business planning and budgetting"	"2001-2001"	""	""	""
304623	4	"500+"	""	"Monash University"	"Post Graduate Diploma - Manufacturing Management"	"Best Practice Quality Management Lean Systems"	"1993-1994"	""	""	""
304623	5	"500+"	""	"Australian Institute of Management"	"Certificate of Marketing Management"	"Industrial Marketing and value proposition"	"1991-1991"	""	""	""
304623	6	"500+"	""	"Granville College of TAFE"	"Mechanical Engineering Diploma"	""	"1982-1985"	""	""	""
304623	7	"500+"	""	"Sydney College of TAFE"	"Industrial Hydraulics Certificate"	""	"1981-1981"	""	""	""
304623	8	"500+"	""	"Sydney College of TAFE"	"Industrial Pneumatics Certificate"	""	"1981-1981"	""	""	""
304633	1	"49"	""	"Guilford Technical Community College"	"Diploma in Mechanical Engineering"	""	"1994-2007"	""	""	""
304647	1	"313"	""	"IE (Instituto de Empresa)"	"EXECUTIVE MBA"	""	"2000-2001"	""	""	""
304647	2	"313"	""	"Universidad Politecnica de Madrid"	"MASTER IN AUTOMOBILE ENGINEERING"	""	"1994-1996"	""	""	""
304647	3	"313"	""	"Universidad Pontificia Comillas"	"INDUSTRIAL ENGINEER - MECHANICAL"	""	"1985-1993"	""	""	""
304647	4	"313"	""	"Colegio Marista San Jose del Parque"	""	""	""	""	""	""
304655	1	"232"	""	"Purdue University"	"MSME"	"Mechanical Engineering"	"1967-1970"	""	""	""
304655	2	"232"	""	"Virginia Polytechnic Institute and State University"	"BSME"	"Mechanical Engineering"	"1962-1967"	""	""	""
304657	1	"340"	""	"Henley Business School"	"MBA"	"Management"	"2011-2014"	""	"MBA by Flexile Learning (International Stream)"	""
304657	2	"340"	""	"IAPM"	"MIPM"	"Master International Project Management"	"2011-2011"	""	""	""
304657	3	"340"	""	"Groep T - Internationale Hogeschool Leuven"	"Master"	"Industrial Engineer-  Electro-Mechanics"	"2000-2005"	""	""	""
304659	1	"500+"	""	"University of Notre Dame"	"Masters"	"Education"	"2005-2007"	""	""	"Vice President of Senior Class"
304659	2	"500+"	""	"University of Notre Dame"	"Bachelor of Arts"	"American Studies"	"2001-2005"	""	""	""
304662	1	"78"	""	"Seattle Pacific University"	"Master of Business Administration (MBA)"	"Business Administration and Management"	"1992-1996"	""	""	""
304662	2	"78"	""	"Purdue University"	"Master of Science (MS)"	"Mechanical Engineering"	"1982-1984"	""	""	""
304662	3	"78"	""	"University of Cincinnati"	"Bachelor of Science (BS)"	"Mechanical Engineering"	"1974-1979"	""	""	""
304666	1	"11"	""	"Cape Peninsula University of Technology / Cape Technikon"	"ND"	"Mechanical Engineering/Mechanical Technology/Technician"	"2006-2008"	""	""	""
304671	1	"27"	""	"Immanuel College"	""	""	""	""	""	""
304678	1	"98"	""	"University of South Florida"	"BA"	"Accounting"	""	""	""	""
304684	1	"200"	""	"HR Management school Antwerp"	"Bachelor HR"	"HR"	"1985-1988"	""	""	""
304687	1	"137"	""	"University of Maryland College Park"	"B.S."	"Agronomy"	"1978-1982"	""	""	""
304694	1	"54"	""	"University of Maryland University College"	"MS"	"Accounting"	"2008-2012"	""	""	""
304694	2	"54"	""	"Zhejiang University"	"BA"	"English"	"1995-2000"	""	""	""
304697	1	"243"	""	"Bharathiar University"	"B.E"	"Mechanical Engineering"	""	""	""	""
304702	1	"94"	""	"St. Mary's College of Maryland"	"Bachelor's degree"	"Economics and Business"	"1986-1990"	""	""	""
304702	2	"94"	""	"Westtown Freinds School"	""	""	"1983-1986"	""	""	""
304702	3	"94"	""	"Catonsville High School"	""	""	"1982-1983"	""	""	""
304708	1	"164"	""	"The Johns Hopkins University"	"Bachelor of Science"	"Mechanical Engineering"	""	""	""	""
304716	1	"315"	""	"Bradford College"	""	"Electrical Test and Inspection City and Guilds 2391"	"2000-2000"	""	""	""
304716	2	"315"	""	"Bradford College"	""	"16th edition Electrical Installation City and Guilds"	"1997-1997"	""	""	""
304716	3	"315"	""	"Bradford College"	"Refrigeration and Airconditioning Electrical Installation City and Guilds"	""	"1986-1990"	""	""	""
304716	4	"315"	""	"Tong Comprehensive"	""	""	"1983-1986"	""	""	""
304736	1	"429"	""	"Ecole superieure de Commerce de Toulouse"	"MBA"	""	""	""	""	""
304736	2	"429"	""	"Technische Universitat Berlin"	"M.S."	"Engineering"	""	""	""	""
304743	1	"70"	""	"The Johns Hopkins University"	"Bachelor of Science (BS)"	"Mechanical Engineering"	"1970-1974"	""	""	""
304743	2	"70"	""	"Baltimore Polytechnic Institute"	"High School Diploma"	"College Prep"	"1962-1965"	""	""	""
304750	1	"220"	""	"Virginia Commonwealth University"	"Art Direction"	"Business/Advertising"	"2013-2015"	""	"Masters of Science in Business with a focus on advertising and art direction."	""
304750	2	"220"	""	"Frostburg State University"	"Bachelor's of Science"	"Marketing/Marketing Management General"	"2007-2011"	""	""	"Football TeamMarketing Club"
304752	1	"290"	"Turkish"	"Loyola College in Maryland"	"Master of Business Administration (MBA)"	"Business Administration and Management General"	"2011-2015"	""	""	""
304752	2	"290"	"Turkish"	"University of Wisconsin-Madison"	""	"Heating Ventilation Air Conditioning and Refrigeration Engineering Technology/Technician"	"2012-2012"	""	"Completed Intermediate Ammonia Refrigeration Systems"	""
304752	3	"290"	"Turkish"	"Lanier Technical College"	""	"Heating Ventilation Air Conditioning and Refrigeration Engineering Technology/Technician"	"2012-2012"	""	"Completed Industrial Refrigeration I"	""
304752	4	"290"	"Turkish"	"New Jersey Institute of Technology"	"Bachelor's degree"	"Mechanical Engineering"	"2000-2005"	""	""	""
304770	1	"106"	""	"University of Baltimore"	"BS"	"Accounting"	"1984-1986"	""	"Graduated with honors."	""
304770	2	"106"	""	"Harford Community College"	"AA"	"Business Administration"	"1983-1984"	""	""	""
304777	1	"84"	""	"SMME"	""	""	"2014-2014"	""	""	""
304777	2	"84"	""	"SMME"	""	""	"2014-2014"	""	""	""
304777	3	"84"	""	"Katholieke Hogeschool Mechelen"	""	""	"1990-1994"	""	""	""
304789	1	"73"	""	"De Nayer Instituut Sint Katelijne Waver"	"Master's degree"	"European Welding Engineer"	"2000-2001"	""	""	""
304789	2	"73"	""	"De Nayer Instituut Sint Katelijne Waver"	"Master's degree"	"Industrial Engineering"	"1996-2000"	""	""	""
304801	1	"185"	""	"University of Virginia - Darden Graduate School of Business Administration"	"MBA"	"Business"	"1991-1993"	""	""	""
304801	2	"185"	""	"Virginia Polytechnic Institute and State University"	"BS"	"Engineering"	"1984-1989"	""	""	""
304807	1	"500+"	""	"US Maritime Academy"	"USCG Master 100 ton Great Lakes/Near Coastal"	"Maritime Studies"	"1990-1993"	""	""	""
304807	2	"500+"	""	"Roosevelt University"	"Master's degree"	"Specialized program in Graduate Studies"	"1968-1970"	""	"Catcher on Flying Return Trapeze Act"	"FSU Flying High Circus"
304807	3	"500+"	""	"Florida State University"	"Bachelors"	"Bus Admin and Industrial Relations"	"1962-1966"	""	""	""
304807	4	"500+"	""	"Cardinal Gibbons H.S"	"H.S"	"College Prep"	""	""	""	""
304813	1	"167"	""	"University of Oklahoma"	"Masters"	"Industrial Engineering"	"2009-2012"	""	""	"* Six Sigma Green Belt Certified .* Graduate Student Senator (GSS)/ Industrial Engineering Department/ University of Oklahoma/ Norman.* Secretary - Society of Manufacturing Engineers (SME)/ University of Oklahoma Chapter.* Team Member - Sooner"
304813	2	"167"	""	"University of Oklahoma"	"Six Sigma Green Belt Certified (CSSGB)"	""	"2010-2010"	""	"Certification Project conducted at Hitachi Computer Products Inc in Norman OK."	""
304813	3	"167"	""	"University of Mumbai"	"Bachelors"	"Manufacturing Engineering"	"2003-2007"	""	""	"* Indian Society of Manufacturing Engineers (ISME)"
304819	1	"206"	""	"Hogeschool voor Wetenschap & Kunst"	"Master"	"Electromechanics"	"2003-2007"	""	""	"De Nayer Instituut"
304823	1	"169"	""	"University of Maryland College Park"	"B.S."	"Marketing"	"2002-2006"	""	""	""
304829	1	"112"	""	"Hogeschool voor Wetenschap & Kunst"	""	""	"1991-1996"	""	""	""
304833	1	"500+"	""	"Washington University in St. Louis"	"Masters in Social and Economic Development"	"Social Work"	"2006-2008"	""	""	""
304833	2	"500+"	""	"Eastern Michigan University"	"Bachelor of Science"	"Social Work"	"2003-2006"	""	""	""
304842	1	"91"	"Afrikaans"	"Wits Business School"	"MAP"	"Management Advancement Program"	"2012-2012"	""	"NQF Level 8 Post Grad Management Course covering the following subjects:"	"Management Advancement Program- HR Management- Economics- Finance and Accounting- Marketing Management- Strategic Management- Operational Management"
304842	2	"91"	"Afrikaans"	"Hugenote Highschool"	"Matric"	"Afrikaans English Maths Computer Studies Technical Drawings Science"	"1996-2000"	""	""	""
304847	1	"141"	""	"Katholieke Hogeschool Kempen"	""	"Fiscale Wetenschappen"	"2007-2008"	""	""	""
304847	2	"141"	""	"XIOS Hogeschool Limburg oude naam: Hogeschool Limburg"	"Bachelor"	"Accountancy"	"2002-2005"	""	""	""
304855	1	"277"	""	"Loyola College in Maryland"	"MBA"	"Finance"	"1996-1998"	""	""	""
304855	2	"277"	""	"Manhattan College"	"BE"	"Chemical Engineering"	"1979-1983"	""	""	""
304860	1	"142"	"English-(Native or bilingual proficiency) | Chinese-(Native or bilingual proficiency)"	"The Johns Hopkins University"	"Master of Science (MS)"	"Business Administration and Management General"	"1990-1993"	""	""	""
304860	2	"142"	"English-(Native or bilingual proficiency) | Chinese-(Native or bilingual proficiency)"	"University of Tennessee-Knoxville"	"Bachelor of Science"	"Electrical Engineering"	"1982-1986"	""	""	"Eta Kappa Nu/ National Honor SocietyDeans List"
304863	1	"61"	""	"Heriot-Watt University"	"Bachelor of Arts (BA)"	"Accounting and Finance"	"1993-1997"	""	""	""
304863	2	"61"	""	"Godolphin School Salisbury UK"	""	""	""	""	""	""
304873	1	"500+"	""	"Groep T - Internationale Hogeschool Leuven"	"Master in Engineering"	"Electro-mechanics (material eng & product design)"	"1989-1993"	""	""	""
304873	2	"500+"	""	"St Pieterscollege"	""	""	"1982-1988"	""	""	""
304876	1	"292"	"English | Venda | Northern Sotho | Zulu | Xhosa | Afrikaans"	"nosa"	"samtrac"	"Occupational Safety and Health Technology/Technician"	"2010-2010"	"level 5"	""	""
304876	2	"292"	"English | Venda | Northern Sotho | Zulu | Xhosa | Afrikaans"	"IRCA"	"IRCAT"	"INVESTIGATION"	"2008-2008"	""	""	""
304879	1	"500+"	""	"Texas Tech University"	"BA Public Relations"	"PR / Marketing"	""	""	""	""
304885	1	"39"	""	"Lessius Mechelen"	"Bachelor"	"Tourism & Recreation Management"	"2008-2011"	""	""	""
304891	1	"7"	""	"College of Agriculture & Mechanical Arts (CAMA)"	""	""	"1969-1972"	""	""	""
304900	1	"27"	""	"Concordia University Irvine"	"Master of Arts (M.A.)"	"Athletic Administration"	"2013-2014"	""	""	""
304900	2	"27"	""	"Western Michigan University"	"Bachelor of Science (B.S.)"	"Exercise Science"	"2007-2011"	""	""	""
304906	1	"44"	""	"University of Brighton"	"BSc"	"Engineering"	"1973-1978"	""	""	""
304912	1	"383"	""	"Universite catholique de Louvain"	"Master of Business Administration (MBA)"	"Economics"	"2012-2014"	""	""	""
304912	2	"383"	""	"The University of Chicago - Booth School of Business"	""	"Strategic Marketing Management"	"1999-2002"	""	""	""
304912	3	"383"	""	"Universidad de Cantabria"	"Bachelor of Applied Science (BASc)"	"Electromechanical Engineering"	""	""	""	""
304912	4	"383"	""	"Hogeschool Gent"	"Bachelor of Engineering (BEng)"	"Industrial Engineering"	""	""	""	""
304917	1	"218"	""	"Boise State University"	"Bachelor of Science (B.S.)"	"Mechanical Engineering"	"1996-2002"	"3.4/4.0"	""	"President of the Engineering Honor Society (Tau Beta Pi) '00-'02/ organized and developed Fundamentals of Engineer Exam review class.	ASME/ ASHRAE and Golden Key National Honor Society/ '98-'02	Mechanical Engineering Dept. Scholarship/ Fall '96"
304923	1	"255"	""	"Northern Illinois University - College of Business"	"MBA"	"Business Administration"	"1997-2000"	""	""	""
304923	2	"255"	""	"Northwestern University - Kellogg School of Management"	"Certificate"	"Kellogg Management Institute"	"1994-1995"	""	""	""
